fund_code,fund_code_6,基金全称,基金简称,基金代码,基金类型,发行日期,成立日期/规模,净资产规模,份额规模,基金管理人,基金托管人,基金经理人,成立来分红,管理费率,托管费率,销售服务费率,最高认购费率,业绩比较基准,跟踪标的,成立日期,fund_type,inception_date,latest_scale,benchmark,management_company,custodian,subscription_status,redemption_status,management_fee,custodian_fee,sales_service_fee,investment_style,investment_target,risk_level,最高申购费率,最高赎回费率,latest_scale_yi,inception_date_fixed,fund_type_fixed
9063,9063,财通智慧成长混合型证券投资基金,财通智慧成长混合C,009063（前端）基金类型混合型-偏股,混合型-偏股,2020年03月18日,2020年04月03日 / 15.550亿份,15.82亿元（截止至：2026年06月30日）份额规模3.7474亿份（截止至：2026年06月30日）,3.7474亿份（截止至：2026年06月30日）,财通基金,工商银行,贾雅楠,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%（前端）,中证500指数收益率*70%+中债综合全价指数收益率*25%+恒生指数收益率*5%,该基金无跟踪标的,2020-04-03,混合型-偏股,2020-04-03,,中证500指数收益率*70%+中债综合全价指数收益率*25%+恒生指数收益率*5%,财通基金,工商银行,,,1.20%（每年）,0.20%（每年）,0.80%（每年）,,,,0.00%（前端）,1.50%（前端）,15.55,2020-04-03,混合型-偏股
9242,9242,中加核心智造混合型证券投资基金,中加核心智造混合A,009242（前端）基金类型混合型-偏股,混合型-偏股,2020年06月22日,2020年07月22日 / 2.866亿份,0.66亿元（截止至：2026年06月30日）份额规模0.1612亿份（截止至：2026年06月30日）,0.1612亿份（截止至：2026年06月30日）,中加基金,渤海银行,于成琨,每份累计0.06元（1次）,1.20%（每年）,0.10%（每年）,0.00%（每年）,1.20%（前端）天天基金优惠费率：0.12%（前端）,中证500指数收益率*70%+中证港股通综合指数(人民币)收益率*10%+1年期定期存款利率(税后)*20%,该基金无跟踪标的,2020-07-22,混合型-偏股,2020-07-22,,中证500指数收益率*70%+中证港股通综合指数(人民币)收益率*10%+1年期定期存款利率(税后)*20%,中加基金,渤海银行,,,1.20%（每年）,0.10%（每年）,0.00%（每年）,,,,,,2.866,2020-07-22,混合型-偏股
9243,9243,中加核心智造混合型证券投资基金,中加核心智造混合C,009243（前端）基金类型混合型-偏股,混合型-偏股,2020年06月22日,2020年07月22日 / 2.866亿份,1.22亿元（截止至：2026年06月30日）份额规模0.3038亿份（截止至：2026年06月30日）,0.3038亿份（截止至：2026年06月30日）,中加基金,渤海银行,于成琨,每份累计0.06元（1次）,1.20%（每年）,0.10%（每年）,0.40%（每年）,0.00%（前端）,中证500指数收益率*70%+中证港股通综合指数(人民币)收益率*10%+1年期定期存款利率(税后)*20%,该基金无跟踪标的,2020-07-22,混合型-偏股,2020-07-22,,中证500指数收益率*70%+中证港股通综合指数(人民币)收益率*10%+1年期定期存款利率(税后)*20%,中加基金,渤海银行,,,1.20%（每年）,0.10%（每年）,0.40%（每年）,,,,0.00%（前端）,1.50%（前端）,2.866,2020-07-22,混合型-偏股
9707,9707,工银瑞信新兴制造混合型证券投资基金,工银新兴制造混合A,009707（前端）基金类型混合型-偏股,混合型-偏股,2020年07月31日,2020年08月20日 / 3.547亿份,77.70亿元（截止至：2026年06月30日）份额规模12.1409亿份（截止至：2026年06月30日）,12.1409亿份（截止至：2026年06月30日）,工银瑞信基金,交通银行,马丽娜,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,申银万国制造业指数收益率*65%+中证港股通综合指数收益率*5%+中债综合财富(总值)指数收益率*30%,该基金无跟踪标的,2020-08-20,混合型-偏股,2020-08-20,,申银万国制造业指数收益率*65%+中证港股通综合指数收益率*5%+中债综合财富(总值)指数收益率*30%,工银瑞信基金,交通银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,3.547,2020-08-20,混合型-偏股
9708,9708,工银瑞信新兴制造混合型证券投资基金,工银新兴制造混合C,009708（前端）基金类型混合型-偏股,混合型-偏股,2020年07月31日,2020年08月20日 / 3.547亿份,51.94亿元（截止至：2026年06月30日）份额规模8.3118亿份（截止至：2026年06月30日）,8.3118亿份（截止至：2026年06月30日）,工银瑞信基金,交通银行,马丽娜,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%（前端）,申银万国制造业指数收益率*65%+中证港股通综合指数收益率*5%+中债综合财富(总值)指数收益率*30%,该基金无跟踪标的,2020-08-20,混合型-偏股,2020-08-20,,申银万国制造业指数收益率*65%+中证港股通综合指数收益率*5%+中债综合财富(总值)指数收益率*30%,工银瑞信基金,交通银行,,,1.20%（每年）,0.20%（每年）,0.40%（每年）,,,,0.00%（前端）,1.50%（前端）,3.547,2020-08-20,混合型-偏股
9808,9808,易方达创新成长混合型证券投资基金,易方达创新成长混合,009808（前端）基金类型混合型-偏股,混合型-偏股,2020年07月22日,2020年07月24日 / 79.089亿份,46.19亿元（截止至：2026年06月30日）份额规模16.0357亿份（截止至：2026年06月30日）,16.0357亿份（截止至：2026年06月30日）,易方达基金,招商银行,张琦,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,中证500指数收益率×65%+中证港股通综合指数收益率×20%+中债总指数收益率×15%,该基金无跟踪标的,2020-07-24,混合型-偏股,2020-07-24,,中证500指数收益率×65%+中证港股通综合指数收益率×20%+中债总指数收益率×15%,易方达基金,招商银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,79.089,2020-07-24,混合型-偏股
9855,9855,中加新兴成长混合型证券投资基金,中加新兴成长混合A,009855（前端）基金类型混合型-偏股,混合型-偏股,2020年08月31日,2020年09月17日 / 2.074亿份,0.86亿元（截止至：2026年06月30日）份额规模0.199亿份（截止至：2026年06月30日）,0.199亿份（截止至：2026年06月30日）,中加基金,浙商银行,于成琨、黄翱,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.00%（前端）天天基金优惠费率：0.10%（前端）,中证500指数收益率*70%+中证港股通综合指数(人民币)收益率*10%+1年期定期存款利率(税后)*20%,该基金无跟踪标的,2020-09-17,混合型-偏股,2020-09-17,,中证500指数收益率*70%+中证港股通综合指数(人民币)收益率*10%+1年期定期存款利率(税后)*20%,中加基金,浙商银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,2.074,2020-09-17,混合型-偏股
9856,9856,中加新兴成长混合型证券投资基金,中加新兴成长混合C,009856（前端）基金类型混合型-偏股,混合型-偏股,2020年08月31日,2020年09月17日 / 2.074亿份,1.45亿元（截止至：2026年06月30日）份额规模0.3448亿份（截止至：2026年06月30日）,0.3448亿份（截止至：2026年06月30日）,中加基金,浙商银行,于成琨、黄翱,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%（前端）,中证500指数收益率*70%+中证港股通综合指数(人民币)收益率*10%+1年期定期存款利率(税后)*20%,该基金无跟踪标的,2020-09-17,混合型-偏股,2020-09-17,,中证500指数收益率*70%+中证港股通综合指数(人民币)收益率*10%+1年期定期存款利率(税后)*20%,中加基金,浙商银行,,,1.20%（每年）,0.20%（每年）,0.40%（每年）,,,,0.00%（前端）,1.50%（前端）,2.074,2020-09-17,混合型-偏股
9913,9913,中信保诚成长动力混合型证券投资基金,中信保诚成长动力混合A,009913（前端）基金类型混合型-偏股,混合型-偏股,2020年07月31日,2020年09月09日 / 11.052亿份,4.19亿元（截止至：2026年06月30日）份额规模1.2482亿份（截止至：2026年06月30日）,1.2482亿份（截止至：2026年06月30日）,中信保诚基金,招商银行,杨柳青,每份累计0.15元（3次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,该基金无跟踪标的,2020-09-09,混合型-偏股,2020-09-09,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,中信保诚基金,招商银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,11.052,2020-09-09,混合型-偏股
9993,9993,嘉实前沿创新混合型证券投资基金,嘉实前沿创新混合,009993（前端）基金类型混合型-偏股,混合型-偏股,2020年09月09日,2020年09月14日 / 46.317亿份,30.75亿元（截止至：2026年06月30日）份额规模9.4626亿份（截止至：2026年06月30日）,9.4626亿份（截止至：2026年06月30日）,嘉实基金,招商银行,王贵重、何鸣晓,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,中证800指数收益率×60%+恒生指数收益率×20%+中债综合财富指数收益率×20%,该基金无跟踪标的,2020-09-14,混合型-偏股,2020-09-14,,中证800指数收益率×60%+恒生指数收益率×20%+中债综合财富指数收益率×20%,嘉实基金,招商银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,46.317,2020-09-14,混合型-偏股
10115,10115,易方达远见成长混合型证券投资基金,易方达远见成长混合A,010115（前端）基金类型混合型-偏股,混合型-偏股,2021年02月18日,2021年03月05日 / 75.592亿份,75.73亿元（截止至：2026年06月30日）份额规模16.5857亿份（截止至：2026年06月30日）,16.5857亿份（截止至：2026年06月30日）,易方达基金,建设银行,武阳,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证500指数收益率*65%+中证港股通综合指数收益率*20%+中债总指数收益率*15%,该基金无跟踪标的,2021-03-05,混合型-偏股,2021-03-05,,中证500指数收益率*65%+中证港股通综合指数收益率*20%+中债总指数收益率*15%,易方达基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,75.592,2021-03-05,混合型-偏股
10237,10237,安信创新先锋混合型发起式证券投资基金,安信创新先锋混合发起A,010237（前端）基金类型混合型-偏股,混合型-偏股,2020年10月21日,2020年10月30日 / 3.273亿份,2.20亿元（截止至：2026年06月30日）份额规模0.9185亿份（截止至：2026年06月30日）,0.9185亿份（截止至：2026年06月30日）,安信基金,招商银行,张天麒、李梓昊,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.00%（前端）,中证800指数收益率×60%+恒生指数收益率(使用估值汇率折算)×10%+中债总指数(全价)收益率×30%,该基金无跟踪标的,2020-10-30,混合型-偏股,2020-10-30,,中证800指数收益率×60%+恒生指数收益率(使用估值汇率折算)×10%+中债总指数(全价)收益率×30%,安信基金,招商银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,3.273,2020-10-30,混合型-偏股
10238,10238,安信创新先锋混合型发起式证券投资基金,安信创新先锋混合发起C,010238（前端）基金类型混合型-偏股,混合型-偏股,2020年10月21日,2020年10月30日 / 3.273亿份,12.65亿元（截止至：2026年06月30日）份额规模5.4288亿份（截止至：2026年06月30日）,5.4288亿份（截止至：2026年06月30日）,安信基金,招商银行,张天麒、李梓昊,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%（前端）,中证800指数收益率×60%+恒生指数收益率(使用估值汇率折算)×10%+中债总指数(全价)收益率×30%,该基金无跟踪标的,2020-10-30,混合型-偏股,2020-10-30,,中证800指数收益率×60%+恒生指数收益率(使用估值汇率折算)×10%+中债总指数(全价)收益率×30%,安信基金,招商银行,,,1.20%（每年）,0.20%（每年）,0.50%（每年）,,,,0.00%（前端）,1.50%（前端）,3.273,2020-10-30,混合型-偏股
10335,10335,华宝竞争优势混合型证券投资基金,华宝竞争优势混合A,010335（前端）基金类型混合型-偏股,混合型-偏股,2020年11月23日,2020年12月08日 / 16.397亿份,4.94亿元（截止至：2026年06月30日）份额规模2.4396亿份（截止至：2026年06月30日）,2.4396亿份（截止至：2026年06月30日）,华宝基金,中国银行,夏林锋,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证800指数收益率*65%+中证综合债指数收益率*30%+恒生指数收益率*5%,该基金无跟踪标的,2020-12-08,混合型-偏股,2020-12-08,,中证800指数收益率*65%+中证综合债指数收益率*30%+恒生指数收益率*5%,华宝基金,中国银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,16.397,2020-12-08,混合型-偏股
10389,10389,易方达科益混合型证券投资基金,易方达科益混合A,010389（前端）基金类型混合型-偏股,混合型-偏股,2020年10月26日,2020年11月02日 / 34.130亿份,4.69亿元（截止至：2026年06月30日）份额规模2.6264亿份（截止至：2026年06月30日）,2.6264亿份（截止至：2026年06月30日）,易方达基金,宁波银行,黄蕴藉,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证800指数收益率*65%+中证港股通综合指数收益率*20%+中债总指数收益率*15%,该基金无跟踪标的,2020-11-02,混合型-偏股,2020-11-02,,中证800指数收益率*65%+中证港股通综合指数收益率*20%+中债总指数收益率*15%,易方达基金,宁波银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,34.13,2020-11-02,混合型-偏股
10390,10390,易方达科益混合型证券投资基金,易方达科益混合C,010390（前端）基金类型混合型-偏股,混合型-偏股,2020年10月26日,2020年11月02日 / 34.130亿份,1.61亿元（截止至：2026年06月30日）份额规模0.9459亿份（截止至：2026年06月30日）,0.9459亿份（截止至：2026年06月30日）,易方达基金,宁波银行,黄蕴藉,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%（前端）,中证800指数收益率*65%+中证港股通综合指数收益率*20%+中债总指数收益率*15%,该基金无跟踪标的,2020-11-02,混合型-偏股,2020-11-02,,中证800指数收益率*65%+中证港股通综合指数收益率*20%+中债总指数收益率*15%,易方达基金,宁波银行,,,1.20%（每年）,0.20%（每年）,0.80%（每年）,,,,0.00%（前端）,1.50%（前端）,34.13,2020-11-02,混合型-偏股
